	superkingdom	kingdom	subkingdom	phylum	subphylum	class	subclass	order	suborder	family	subfamily	tribe	genus	subgenus	species group	species	subspecies	varietas	forma
48	Bacteria			Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria		Myxococcales	Cystobacterineae	Archangiaceae			Archangium			Archangium gephyra			
52	Bacteria			Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria		Myxococcales	Sorangiineae	Polyangiaceae			Chondromyces			Chondromyces crocatus			
69	Bacteria			Proteobacteria		Gammaproteobacteria		Xanthomonadales		Xanthomonadaceae			Lysobacter			Lysobacter enzymogenes			
192	Bacteria			Proteobacteria		Alphaproteobacteria		Rhodospirillales		Rhodospirillaceae			Azospirillum			Azospirillum brasilense			
195	Bacteria			Proteobacteria	delta/epsilon subdivisions	Epsilonproteobacteria		Campylobacterales		Campylobacteraceae			Campylobacter			Campylobacter coli			
199	Bacteria			Proteobacteria	delta/epsilon subdivisions	Epsilonproteobacteria		Campylobacterales		Campylobacteraceae			Campylobacter			Campylobacter concisus			
202	Bacteria			Proteobacteria	delta/epsilon subdivisions	Epsilonproteobacteria		Campylobacterales		Campylobacteraceae			Campylobacter			Campylobacter mucosalis			
211	Bacteria			Proteobacteria	delta/epsilon subdivisions	Epsilonproteobacteria		Campylobacterales		Helicobacteraceae			Helicobacter			Helicobacter sp. CLO-3			
216	Bacteria			Proteobacteria	delta/epsilon subdivisions	Epsilonproteobacteria		Campylobacterales		Helicobacteraceae			Helicobacter			Helicobacter muridarum			
253	Bacteria			Bacteroidetes		Flavobacteriia		Flavobacteriales		Flavobacteriaceae			Chryseobacterium			Chryseobacterium indologenes			
254	Bacteria			Bacteroidetes		Flavobacteriia		Flavobacteriales		Flavobacteriaceae			Chryseobacterium			Chryseobacterium indoltheticum			
276	Bacteria			Deinococcus-Thermus		Deinococci		Thermales		Thermaceae			Thermus			Thermus filiformis			
296	Bacteria			Proteobacteria		Gammaproteobacteria		Pseudomonadales		Pseudomonadaceae			Pseudomonas		Pseudomonas chlororaphis group	Pseudomonas fragi			
316	Bacteria			Proteobacteria		Gammaproteobacteria		Pseudomonadales		Pseudomonadaceae			Pseudomonas		Pseudomonas stutzeri group	Pseudomonas stutzeri			
376	Bacteria			Proteobacteria		Alphaproteobacteria		Rhizobiales		Bradyrhizobiaceae			Bradyrhizobium			Bradyrhizobium sp.			
394	Bacteria			Proteobacteria		Alphaproteobacteria		Rhizobiales		Rhizobiaceae			Sinorhizobium		Sinorhizobium fredii group	Sinorhizobium fredii			
447	Bacteria			Proteobacteria		Gammaproteobacteria		Legionellales		Legionellaceae			Fluoribacter			Fluoribacter bozemanae			
448	Bacteria			Proteobacteria		Gammaproteobacteria		Legionellales		Legionellaceae			Legionella			Legionella erythra			
449	Bacteria			Proteobacteria		Gammaproteobacteria		Legionellales		Legionellaceae			Legionella			Legionella hackeliae			
451	Bacteria			Proteobacteria		Gammaproteobacteria		Legionellales		Legionellaceae			Tatlockia			Tatlockia micdadei			
452	Bacteria			Proteobacteria		Gammaproteobacteria		Legionellales		Legionellaceae			Legionella			Legionella spiritensis			
453	Bacteria			Proteobacteria		Gammaproteobacteria		Legionellales		Legionellaceae			Legionella			Legionella feeleii			
454	Bacteria			Proteobacteria		Gammaproteobacteria		Legionellales		Legionellaceae			Legionella			Legionella israelensis			
455	Bacteria			Proteobacteria		Gammaproteobacteria		Legionellales		Legionellaceae			Legionella			Legionella jamestowniensis			
456	Bacteria			Proteobacteria		Gammaproteobacteria		Legionellales		Legionellaceae			Legionella			Legionella jordanis			
458	Bacteria			Proteobacteria		Gammaproteobacteria		Legionellales		Legionellaceae			Legionella			Legionella rubrilucens			
460	Bacteria			Proteobacteria		Gammaproteobacteria		Legionellales		Legionellaceae			Legionella			Legionella steigerwaltii			
464	Bacteria			Proteobacteria		Gammaproteobacteria		Legionellales		Legionellaceae			Fluoribacter			Fluoribacter gormanii			
466	Bacteria			Proteobacteria		Gammaproteobacteria		Legionellales		Legionellaceae			Tatlockia			Legionella maceachernii			
470	Bacteria			Proteobacteria		Gammaproteobacteria		Pseudomonadales		Moraxellaceae			Acinetobacter		Acinetobacter calcoaceticus/baumannii complex	Acinetobacter baumannii			
476	Bacteria			Proteobacteria		Gammaproteobacteria		Pseudomonadales		Moraxellaceae			Moraxella			Moraxella bovis			
478	Bacteria			Proteobacteria		Gammaproteobacteria		Pseudomonadales		Moraxellaceae			Moraxella			Moraxella nonliquefaciens			
504	Bacteria			Proteobacteria		Betaproteobacteria		Neisseriales		Neisseriaceae			Kingella			Kingella kingae			
511	Bacteria			Proteobacteria		Betaproteobacteria		Burkholderiales		Alcaligenaceae			Alcaligenes			Alcaligenes faecalis			
526	Bacteria			Proteobacteria		Alphaproteobacteria		Rhodospirillales		Acetobacteraceae			Acidiphilium			Acidiphilium rubrum			
549	Bacteria			Proteobacteria		Gammaproteobacteria		Enterobacterales		Erwiniaceae			Pantoea		Pantoea agglomerans group	Pantoea agglomerans			
571	Bacteria			Proteobacteria		Gammaproteobacteria		Enterobacterales		Enterobacteriaceae			Klebsiella			Klebsiella oxytoca			
577	Bacteria			Proteobacteria		Gammaproteobacteria		Enterobacterales		Enterobacteriaceae			Raoultella			Raoultella terrigena			
585	Bacteria			Proteobacteria		Gammaproteobacteria		Enterobacterales		Morganellaceae			Proteus			Proteus vulgaris			
587	Bacteria			Proteobacteria		Gammaproteobacteria		Enterobacterales		Morganellaceae			Providencia			Providencia rettgeri			
646	Bacteria			Proteobacteria		Gammaproteobacteria		Aeromonadales		Aeromonadaceae			Aeromonas			Aeromonas sobria			
649	Bacteria			Proteobacteria		Gammaproteobacteria		Aeromonadales		Aeromonadaceae			Aeromonas			Aeromonas eucrenophila			
652	Bacteria			Proteobacteria		Gammaproteobacteria		Aeromonadales		Aeromonadaceae			Aeromonas			Aeromonas schubertii			
654	Bacteria			Proteobacteria		Gammaproteobacteria		Aeromonadales		Aeromonadaceae			Aeromonas			Aeromonas veronii			
656	Bacteria			Proteobacteria		Gammaproteobacteria		Aeromonadales		Aeromonadaceae			Aeromonas			Aeromonas allosaccharophila			
673	Bacteria			Proteobacteria		Gammaproteobacteria		Vibrionales		Vibrionaceae			Grimontia			Grimontia hollisae			
676	Bacteria			Proteobacteria		Gammaproteobacteria		Vibrionales		Vibrionaceae			Vibrio			Vibrio fluvialis			
678	Bacteria			Proteobacteria		Gammaproteobacteria		Vibrionales		Vibrionaceae			Vibrio			Vibrio sp.			
693	Bacteria			Proteobacteria		Gammaproteobacteria		Vibrionales		Vibrionaceae			Vibrio			Vibrio nereis			
703	Bacteria			Proteobacteria		Gammaproteobacteria		Enterobacterales					Plesiomonas			Plesiomonas shigelloides			
714	Bacteria			Proteobacteria		Gammaproteobacteria		Pasteurellales		Pasteurellaceae			Aggregatibacter			Aggregatibacter actinomycetemcomitans			
732	Bacteria			Proteobacteria		Gammaproteobacteria		Pasteurellales		Pasteurellaceae			Aggregatibacter			Aggregatibacter aphrophilus			
733	Bacteria			Proteobacteria		Gammaproteobacteria		Pasteurellales		Pasteurellaceae			Haemophilus			Haemophilus haemoglobinophilus			
734	Bacteria			Proteobacteria		Gammaproteobacteria		Pasteurellales		Pasteurellaceae			Haemophilus			Haemophilus paracuniculus			
747	Bacteria			Proteobacteria		Gammaproteobacteria		Pasteurellales		Pasteurellaceae			Pasteurella			Pasteurella multocida			
824	Bacteria			Proteobacteria	delta/epsilon subdivisions	Epsilonproteobacteria		Campylobacterales		Campylobacteraceae			Campylobacter			Campylobacter gracilis			
882	Bacteria			Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria		Desulfovibrionales		Desulfovibrionaceae			Desulfovibrio			Desulfovibrio vulgaris			
897	Bacteria			Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria		Desulfobacterales		Desulfobacteraceae			Desulfococcus			Desulfococcus multivorans			
901	Bacteria			Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria		Desulfovibrionales		Desulfovibrionaceae			Desulfovibrio			Desulfovibrio piger			
964	Bacteria			Proteobacteria		Betaproteobacteria		Burkholderiales		Oxalobacteraceae			Herbaspirillum			Herbaspirillum seropedicae			
966	Bacteria			Proteobacteria		Gammaproteobacteria		Oceanospirillales		Oceanospirillaceae			Oceanospirillum			Oceanospirillum linum			
983	Bacteria			Bacteroidetes		Flavobacteriia		Flavobacteriales		Flavobacteriaceae			Flavobacterium			Flavobacterium flevense			
991	Bacteria			Bacteroidetes		Flavobacteriia		Flavobacteriales		Flavobacteriaceae			Flavobacterium			Flavobacterium hydatis			
1004	Bacteria			Bacteroidetes		Chitinophagia		Chitinophagales		Chitinophagaceae			Chitinophaga			Chitinophaga sancti			
1044	Bacteria			Proteobacteria		Alphaproteobacteria		Sphingomonadales		Erythrobacteraceae			Erythrobacter			Erythrobacter longus			
1048	Bacteria			Proteobacteria		Gammaproteobacteria		Chromatiales		Chromatiaceae			Marichromatium			Marichromatium gracile			
1079	Bacteria			Proteobacteria		Alphaproteobacteria		Rhizobiales		Hyphomicrobiaceae			Blastochloris			Blastochloris viridis			
1112	Bacteria			Proteobacteria		Alphaproteobacteria		Sphingomonadales		Erythrobacteraceae			Porphyrobacter			Porphyrobacter neustonensis			
1147	Bacteria			Cyanobacteria				Synechococcales		Merismopediaceae			Synechocystis			Synechocystis sp. PCC 6714			
1148	Bacteria			Cyanobacteria				Synechococcales		Merismopediaceae			Synechocystis			Synechocystis sp. PCC 6803			
1188	Bacteria			Cyanobacteria				Nostocales		Tolypothrichaceae			Tolypothrix			Tolypothrix sp. PCC 7601			
1246	Bacteria			Firmicutes		Bacilli		Lactobacillales		Leuconostocaceae			Leuconostoc			Leuconostoc lactis			
1254	Bacteria			Firmicutes		Bacilli		Lactobacillales		Lactobacillaceae			Pediococcus		Pediococcus acidilactici group	Pediococcus acidilactici			
1267	Bacteria			Firmicutes		Clostridia		Clostridiales		Clostridiaceae			Clostridium			Clostridium ventriculi			
1272	Bacteria			Actinobacteria		Actinobacteria		Micrococcales		Micrococcaceae			Kocuria			Kocuria varians			
1274	Bacteria			Actinobacteria		Actinobacteria		Micrococcales		Dermacoccaceae			Dermacoccus			Dermacoccus nishinomiyaensis			
1280	Bacteria			Firmicutes		Bacilli		Bacillales		Staphylococcaceae			Staphylococcus			Staphylococcus aureus			
1284	Bacteria			Firmicutes		Bacilli		Bacillales		Staphylococcaceae			Staphylococcus			Staphylococcus hyicus			
1286	Bacteria			Firmicutes		Bacilli		Bacillales		Staphylococcaceae			Staphylococcus			Staphylococcus simulans			
1288	Bacteria			Firmicutes		Bacilli		Bacillales		Staphylococcaceae			Staphylococcus			Staphylococcus xylosus			
1293	Bacteria			Firmicutes		Bacilli		Bacillales		Staphylococcaceae			Staphylococcus			Staphylococcus gallinarum			
1295	Bacteria			Firmicutes		Bacilli		Bacillales		Staphylococcaceae			Staphylococcus			Staphylococcus schleiferi			
1304	Bacteria			Firmicutes		Bacilli		Lactobacillales		Streptococcaceae			Streptococcus			Streptococcus salivarius			
1326	Bacteria			Firmicutes		Bacilli		Lactobacillales		Streptococcaceae			Streptococcus			Streptococcus acidominimus			
1346	Bacteria			Firmicutes		Bacilli		Lactobacillales		Streptococcaceae			Streptococcus			Streptococcus iniae			
1374	Bacteria			Firmicutes		Bacilli		Bacillales		Planococcaceae			Planococcus			Planococcus kocurii			
1376	Bacteria			Firmicutes		Bacilli		Lactobacillales		Aerococcaceae			Aerococcus			Aerococcus urinae			
1377	Bacteria			Firmicutes		Bacilli		Lactobacillales		Aerococcaceae			Aerococcus			Aerococcus viridans			
1381	Bacteria			Actinobacteria		Coriobacteriia		Coriobacteriales		Atopobiaceae			Atopobium			Atopobium minutum			
1401	Bacteria			Firmicutes		Bacilli		Bacillales		Paenibacillaceae			Paenibacillus			Paenibacillus lautus			
1405	Bacteria			Firmicutes		Bacilli		Bacillales		Bacillaceae			Bacillus		Bacillus cereus group	Bacillus mycoides			
1408	Bacteria			Firmicutes		Bacilli		Bacillales		Bacillaceae			Bacillus			Bacillus pumilus			
1409	Bacteria			Firmicutes		Bacilli		Bacillales		Bacillaceae			Bacillus			Bacillus sp. (in: Bacteria)			
1426	Bacteria			Firmicutes		Bacilli		Bacillales		Bacillaceae			Parageobacillus			Parageobacillus thermoglucosidasius			
1451	Bacteria			Firmicutes		Bacilli		Bacillales		Paenibacillaceae			Paenibacillus			Paenibacillus amylolyticus			
1455	Bacteria			Firmicutes		Bacilli		Bacillales		Bacillaceae			Bacillus			Bacillus badius			
1459	Bacteria			Firmicutes		Bacilli		Bacillales		Planococcaceae			Sporosarcina			Sporosarcina globispora			
1468	Bacteria			Firmicutes		Bacilli		Bacillales		Paenibacillaceae			Paenibacillus			Paenibacillus macquariensis	Paenibacillus macquariensis subsp. macquariensis		
1473	Bacteria			Firmicutes		Bacilli		Bacillales		Bacillaceae			Virgibacillus			Virgibacillus pantothenticus			
1476	Bacteria			Firmicutes		Bacilli		Bacillales		Planococcaceae			Sporosarcina			Sporosarcina psychrophila			
1478	Bacteria			Firmicutes		Bacilli		Bacillales		Bacillaceae			Bacillus			Bacillus simplex			
1479	Bacteria			Firmicutes		Bacilli		Bacillales		Bacillaceae			Bacillus			Bacillus smithii			
1482	Bacteria			Firmicutes		Bacilli		Bacillales		Bacillaceae			Virgibacillus			Virgibacillus halodenitrificans			
1484	Bacteria			Firmicutes		Bacilli		Bacillales		Bacillaceae			Hydrogenibacillus			Hydrogenibacillus schlegelii			
1487	Bacteria			Firmicutes		Clostridia		Clostridiales		Clostridiaceae			Clostridium			[Butyribacterium] methylotrophicum			
1492	Bacteria			Firmicutes		Clostridia		Clostridiales		Clostridiaceae			Clostridium			Clostridium butyricum			
1497	Bacteria			Firmicutes		Clostridia		Clostridiales		Clostridiaceae			Clostridium			Clostridium formicaceticum			
1503	Bacteria			Firmicutes		Tissierellia		Tissierellales		Gottschalkiaceae			Gottschalkia			Gottschalkia purinilytica			
1504	Bacteria			Firmicutes		Clostridia		Clostridiales		Clostridiaceae			Clostridium			Clostridium septicum			
1505	Bacteria			Firmicutes		Clostridia		Clostridiales		Peptostreptococcaceae			Paeniclostridium			Paeniclostridium sordellii			
1507	Bacteria			Firmicutes		Clostridia		Clostridiales		Clostridiaceae			Clostridium			Clostridium sp. ATCC 29733			
1511	Bacteria			Firmicutes		Clostridia		Clostridiales		Peptostreptococcaceae			Acetoanaerobium			Acetoanaerobium sticklandii			
1519	Bacteria			Firmicutes		Clostridia		Clostridiales		Clostridiaceae			Clostridium			Clostridium tyrobutyricum			
1520	Bacteria			Firmicutes		Clostridia		Clostridiales		Clostridiaceae			Clostridium			Clostridium beijerinckii			
1533	Bacteria			Firmicutes		Clostridia		Clostridiales		Clostridiaceae			Clostridium			Clostridium fallax			
1548	Bacteria			Firmicutes		Clostridia		Clostridiales		Clostridiaceae			Clostridium			Clostridium scatologenes			
1551	Bacteria			Firmicutes		Clostridia		Clostridiales		Clostridiaceae			Clostridium			Clostridium aurantibutyricum			
1552	Bacteria			Firmicutes		Clostridia		Clostridiales		Clostridiaceae			Clostridium			Clostridium estertheticum	Clostridium estertheticum subsp. estertheticum		
1591	Bacteria			Firmicutes		Bacilli		Lactobacillales		Lactobacillaceae			Lactobacillus			Lactobacillus sp.			
1600	Bacteria			Firmicutes		Bacilli		Lactobacillales		Lactobacillaceae			Lactobacillus			Lactobacillus acetotolerans			
1616	Bacteria			Firmicutes		Bacilli		Lactobacillales		Leuconostocaceae			Weissella			Weissella kandleri			
1620	Bacteria			Firmicutes		Bacilli		Lactobacillales		Leuconostocaceae			Weissella			Weissella minor			
1629	Bacteria			Firmicutes		Bacilli		Lactobacillales		Leuconostocaceae			Weissella			Weissella viridescens			
1657	Bacteria			Actinobacteria		Actinobacteria		Actinomycetales		Actinomycetaceae			Actinobaculum			Actinobaculum suis			
1661	Bacteria			Actinobacteria		Actinobacteria		Actinomycetales		Actinomycetaceae			Trueperella			Trueperella pyogenes			
1687	Bacteria			Actinobacteria		Actinobacteria		Bifidobacteriales		Bifidobacteriaceae			Bifidobacterium			Bifidobacterium coryneforme			
1688	Bacteria			Actinobacteria		Actinobacteria		Bifidobacteriales		Bifidobacteriaceae			Bifidobacterium			Bifidobacterium cuniculi			
1692	Bacteria			Actinobacteria		Actinobacteria		Bifidobacteriales		Bifidobacteriaceae			Bifidobacterium			Bifidobacterium magnum			
1693	Bacteria			Actinobacteria		Actinobacteria		Bifidobacteriales		Bifidobacteriaceae			Bifidobacterium			Bifidobacterium minimum			
1703	Bacteria			Actinobacteria		Actinobacteria		Micrococcales		Brevibacteriaceae			Brevibacterium			Brevibacterium linens			
1705	Bacteria			Actinobacteria		Actinobacteria		Corynebacteriales		Corynebacteriaceae			Corynebacterium			Corynebacterium stationis			
1713	Bacteria			Actinobacteria		Actinobacteria		Micrococcales		Cellulomonadaceae			Oerskovia			Oerskovia turbata			
1717	Bacteria			Actinobacteria		Actinobacteria		Corynebacteriales		Corynebacteriaceae			Corynebacterium			Corynebacterium diphtheriae			
1724	Bacteria			Actinobacteria		Actinobacteria		Corynebacteriales		Corynebacteriaceae			Corynebacterium			Corynebacterium renale			
1748	Bacteria			Actinobacteria		Actinobacteria		Propionibacteriales		Propionibacteriaceae			Acidipropionibacterium			Acidipropionibacterium acidipropionici			
1766	Bacteria			Actinobacteria		Actinobacteria		Corynebacteriales		Mycobacteriaceae			Mycolicibacterium			Mycolicibacterium fortuitum			
1771	Bacteria			Actinobacteria		Actinobacteria		Corynebacteriales		Mycobacteriaceae			Mycolicibacterium			Mycolicibacterium phlei			
1776	Bacteria			Actinobacteria		Actinobacteria		Corynebacteriales		Mycobacteriaceae			Mycolicibacterium			Mycolicibacterium flavescens			
1778	Bacteria			Actinobacteria		Actinobacteria		Corynebacteriales		Mycobacteriaceae			Mycobacterium			Mycobacterium gordonae			
1780	Bacteria			Actinobacteria		Actinobacteria		Corynebacteriales		Mycobacteriaceae			Mycobacterium			Mycobacterium malmoense			
1783	Bacteria			Actinobacteria		Actinobacteria		Corynebacteriales		Mycobacteriaceae			Mycobacterium			Mycobacterium scrofulaceum			
1784	Bacteria			Actinobacteria		Actinobacteria		Corynebacteriales		Mycobacteriaceae			Mycobacterium		Mycobacterium simiae complex	Mycobacterium simiae			
1787	Bacteria			Actinobacteria		Actinobacteria		Corynebacteriales		Mycobacteriaceae			Mycobacterium			Mycobacterium szulgai			
1791	Bacteria			Actinobacteria		Actinobacteria		Corynebacteriales		Mycobacteriaceae			Mycolicibacterium			Mycolicibacterium aurum			
1796	Bacteria			Actinobacteria		Actinobacteria		Corynebacteriales		Mycobacteriaceae			Mycolicibacterium			Mycolicibacterium senegalense			
1798	Bacteria			Actinobacteria		Actinobacteria		Corynebacteriales		Mycobacteriaceae			Mycolicibacillus			Mycolicibacillus trivialis			
1801	Bacteria			Actinobacteria		Actinobacteria		Corynebacteriales		Mycobacteriaceae			Mycolicibacterium			Mycolicibacterium diernhoferi			
1802	Bacteria			Actinobacteria		Actinobacteria		Corynebacteriales		Mycobacteriaceae			Mycolicibacterium			Mycolicibacterium farcinogenes			
1807	Bacteria			Actinobacteria		Actinobacteria		Corynebacteriales		Mycobacteriaceae			Mycolicibacterium			Mycolicibacterium obuense			
1809	Bacteria			Actinobacteria		Actinobacteria		Corynebacteriales		Mycobacteriaceae			Mycobacterium			Mycobacterium ulcerans			
1844	Bacteria			Actinobacteria		Actinobacteria		Propionibacteriales		Nocardioidaceae			Nocardioides			Nocardioides luteus			
1848	Bacteria			Actinobacteria		Actinobacteria		Pseudonocardiales		Pseudonocardiaceae			Pseudonocardia			Pseudonocardia thermophila			
1869	Bacteria			Actinobacteria		Actinobacteria		Micromonosporales		Micromonosporaceae			Actinoplanes			Actinoplanes utahensis			
1886	Bacteria			Actinobacteria		Actinobacteria		Streptomycetales		Streptomycetaceae			Streptomyces		Streptomyces albidoflavus group	Streptomyces albidoflavus			
1890	Bacteria			Actinobacteria		Actinobacteria		Streptomycetales		Streptomycetaceae			Streptomyces			Streptomyces antibioticus			
1892	Bacteria			Actinobacteria		Actinobacteria		Streptomycetales		Streptomycetaceae			Streptomyces		Streptomyces griseus group	Streptomyces anulatus			
1893	Bacteria			Actinobacteria		Actinobacteria		Streptomycetales		Streptomycetaceae			Streptomyces			Streptomyces atratus			
1894	Bacteria			Actinobacteria		Actinobacteria		Streptomycetales		Streptomycetaceae			Kitasatospora			Kitasatospora aureofaciens			
1896	Bacteria			Actinobacteria		Actinobacteria		Streptomycetales		Streptomycetaceae			Streptomyces			Streptomyces bikiniensis			
1903	Bacteria			Actinobacteria		Actinobacteria		Streptomycetales		Streptomycetaceae			Streptomyces			Streptomyces corchorusii			
1906	Bacteria			Actinobacteria		Actinobacteria		Streptomycetales		Streptomycetaceae			Streptomyces			Streptomyces fradiae			
1907	Bacteria			Actinobacteria		Actinobacteria		Streptomycetales		Streptomycetaceae			Streptomyces			Streptomyces glaucescens			
1909	Bacteria			Actinobacteria		Actinobacteria		Streptomycetales		Streptomycetaceae			Streptomyces			Streptomyces griseolus			
1914	Bacteria			Actinobacteria		Actinobacteria		Streptomycetales		Streptomycetaceae			Streptomyces			Streptomyces lavendulae			
1915	Bacteria			Actinobacteria		Actinobacteria		Streptomycetales		Streptomycetaceae			Streptomyces			Streptomyces lincolnensis			
1923	Bacteria			Actinobacteria		Actinobacteria		Streptomycetales		Streptomycetaceae			Streptomyces			Streptomyces phaeochromogenes			
1926	Bacteria			Actinobacteria		Actinobacteria		Streptomycetales		Streptomycetaceae			Streptomyces			Streptomyces reticuli			
1935	Bacteria			Actinobacteria		Actinobacteria		Streptomycetales		Streptomycetaceae			Streptomyces			Streptomyces violaceoruber			
1943	Bacteria			Actinobacteria		Actinobacteria		Streptomycetales		Streptomycetaceae			Streptomyces			Streptomyces griseoruber			
1944	Bacteria			Actinobacteria		Actinobacteria		Streptomycetales		Streptomycetaceae			Streptomyces		Streptomyces griseus group	Streptomyces halstedii			
1950	Bacteria			Actinobacteria		Actinobacteria		Streptomycetales		Streptomycetaceae			Streptomyces			Streptomyces peucetius			
1954	Bacteria			Actinobacteria		Actinobacteria		Streptomycetales		Streptomycetaceae			Streptomyces			Streptomyces brasiliensis			
1957	Bacteria			Actinobacteria		Actinobacteria		Streptomycetales		Streptomycetaceae			Streptomyces			Streptomyces sclerotialus			
1960	Bacteria			Actinobacteria		Actinobacteria		Streptomycetales		Streptomycetaceae			Streptomyces			Streptomyces vinaceus			
1961	Bacteria			Actinobacteria		Actinobacteria		Streptomycetales		Streptomycetaceae			Streptomyces			Streptomyces virginiae			
1963	Bacteria			Actinobacteria		Actinobacteria		Streptomycetales		Streptomycetaceae			Streptomyces			Streptomyces olivochromogenes			
1967	Bacteria			Actinobacteria		Actinobacteria		Streptomycetales		Streptomycetaceae			Streptomyces			Streptomyces kanamyceticus			
1968	Bacteria			Actinobacteria		Actinobacteria		Streptomycetales		Streptomycetaceae			Streptomyces			Streptomyces cellulosae			
1996	Bacteria			Actinobacteria		Actinobacteria		Streptosporangiales		Streptosporangiaceae			Microtetraspora			Microtetraspora glauca			
1997	Bacteria			Actinobacteria		Actinobacteria		Streptosporangiales		Streptosporangiaceae			Microtetraspora			Microtetraspora fusca			
2002	Bacteria			Actinobacteria		Actinobacteria		Streptosporangiales		Streptosporangiaceae			Streptosporangium			Streptosporangium amethystogenes			
2017	Bacteria			Actinobacteria		Actinobacteria		Pseudonocardiales		Pseudonocardiaceae			Streptoalloteichus			Streptoalloteichus hindustanus			
2026	Bacteria			Firmicutes		Bacilli		Bacillales		Thermoactinomycetaceae			Thermoactinomyces			Thermoactinomyces vulgaris			
2036	Bacteria			Actinobacteria		Actinobacteria		Micrococcales		Microbacteriaceae			Curtobacterium			Curtobacterium citreum			
2041	Bacteria			Actinobacteria		Actinobacteria		Propionibacteriales		Nocardioidaceae			Aeromicrobium			Aeromicrobium erythreum			
2045	Bacteria			Actinobacteria		Actinobacteria		Propionibacteriales		Nocardioidaceae			Pimelobacter			Pimelobacter simplex			
2055	Bacteria			Actinobacteria		Actinobacteria		Corynebacteriales		Gordoniaceae			Gordonia			Gordonia terrae			
2064	Bacteria			Actinobacteria		Actinobacteria		Streptomycetales		Streptomycetaceae			Kitasatospora			Kitasatospora griseola			
2065	Bacteria			Actinobacteria		Actinobacteria		Streptomycetales		Streptomycetaceae			Kitasatospora			Kitasatospora phosalacinea			
2074	Bacteria			Actinobacteria		Actinobacteria		Pseudonocardiales		Pseudonocardiaceae			Pseudonocardia			Pseudonocardia autotrophica			
2094	Bacteria			Tenericutes		Mollicutes		Mycoplasmatales		Mycoplasmataceae			Mycoplasma			Mycoplasma arginini			
2113	Bacteria			Tenericutes		Mollicutes		Mycoplasmatales		Mycoplasmataceae			Mycoplasma			Mycoplasma californicum			
2133	Bacteria			Tenericutes		Mollicutes		Entomoplasmatales		Spiroplasmataceae			Spiroplasma			Spiroplasma citri			
2138	Bacteria			Tenericutes		Mollicutes		Entomoplasmatales		Spiroplasmataceae			Spiroplasma			Spiroplasma poulsonii			
2162	Archaea			Euryarchaeota		Methanobacteria		Methanobacteriales		Methanobacteriaceae			Methanobacterium			Methanobacterium formicicum			
2173	Archaea			Euryarchaeota		Methanobacteria		Methanobacteriales		Methanobacteriaceae			Methanobrevibacter			Methanobrevibacter smithii			
2176	Archaea			Euryarchaeota		Methanomicrobia		Methanosarcinales		Methanosarcinaceae			Methanohalophilus			Methanohalophilus mahii			
2177	Archaea			Euryarchaeota		Methanomicrobia		Methanosarcinales		Methanosarcinaceae			Methanohalophilus			Methanohalophilus halophilus			
2200	Archaea			Euryarchaeota		Methanomicrobia		Methanomicrobiales		Methanomicrobiaceae			Methanoculleus			Methanoculleus thermophilus			
2209	Archaea			Euryarchaeota		Methanomicrobia		Methanosarcinales		Methanosarcinaceae			Methanosarcina			Methanosarcina mazei			
2214	Archaea			Euryarchaeota		Methanomicrobia		Methanosarcinales		Methanosarcinaceae			Methanosarcina			Methanosarcina acetivorans			
2226	Archaea			Euryarchaeota		Methanomicrobia		Methanosarcinales		Methanosarcinaceae			Methanococcoides			Methanococcoides methylutens			
2242	Archaea			Euryarchaeota		Halobacteria		Halobacteriales		Halobacteriaceae			Halobacterium			Halobacterium salinarum			
2248	Archaea			Euryarchaeota		Halobacteria		Haloferacales		Halorubraceae			Halorubrum			Halorubrum saccharovorum			
2283	Archaea			Crenarchaeota		Thermoprotei		Sulfolobales		Sulfolobaceae			Acidianus			Acidianus ambivalens			
2285	Archaea			Crenarchaeota		Thermoprotei		Sulfolobales		Sulfolobaceae			Sulfolobus			Sulfolobus acidocaldarius			
2287	Archaea			Crenarchaeota		Thermoprotei		Sulfolobales		Sulfolobaceae			Saccharolobus			Saccharolobus solfataricus			
2303	Archaea			Euryarchaeota		Thermoplasmata		Thermoplasmatales		Thermoplasmataceae			Thermoplasma			Thermoplasma acidophilum			
2309	Archaea			Crenarchaeota		Thermoprotei		Desulfurococcales		Pyrodictiaceae			Pyrodictium			Pyrodictium occultum			
2325	Bacteria			Firmicutes		Clostridia		Thermoanaerobacterales		Thermoanaerobacteraceae			Thermoanaerobacter			Thermoanaerobacter kivui			
2340	Bacteria			Proteobacteria		Gammaproteobacteria										Solemya velum gill symbiont			
2342	Bacteria			Proteobacteria		Gammaproteobacteria		Enterobacterales		Pectobacteriaceae			Sodalis			Candidatus Sodalis pierantonius			
2360	Bacteria			Proteobacteria		Gammaproteobacteria										Bathymodiolus thermophilus thioautotrophic gill symbiont			
2423	Bacteria			Thermotogae		Thermotogae		Thermotogales		Fervidobacteriaceae			Fervidobacterium			Fervidobacterium islandicum			
2746	Bacteria			Proteobacteria		Gammaproteobacteria		Oceanospirillales		Halomonadaceae			Halomonas			Halomonas elongata			
