	superkingdom	phylum	subphylum	class	subclass	order	suborder	family	subfamily	tribe	genus	subgenus	species group	species	subspecies
7	Bacteria	Proteobacteria		Alphaproteobacteria		Rhizobiales		Xanthobacteraceae			Azorhizobium			Azorhizobium caulinodans	
9	Bacteria	Proteobacteria		Gammaproteobacteria		Enterobacterales		Erwiniaceae			Buchnera			Buchnera aphidicola	
11	Bacteria	Actinobacteria		Actinobacteria		Micrococcales		Cellulomonadaceae			Cellulomonas			Cellulomonas gilvus	
14	Bacteria	Dictyoglomi		Dictyoglomia		Dictyoglomales		Dictyoglomaceae			Dictyoglomus			Dictyoglomus thermophilum	
17	Bacteria	Proteobacteria		Betaproteobacteria		Nitrosomonadales		Methylophilaceae			Methylophilus			Methylophilus methylotrophus	
19	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria		Desulfuromonadales		Desulfuromonadaceae			Pelobacter			Pelobacter carbinolicus	
23	Bacteria	Proteobacteria		Gammaproteobacteria		Alteromonadales		Shewanellaceae			Shewanella			Shewanella colwelliana	
24	Bacteria	Proteobacteria		Gammaproteobacteria		Alteromonadales		Shewanellaceae			Shewanella			Shewanella putrefaciens	
33	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria		Myxococcales	Cystobacterineae	Myxococcaceae			Myxococcus			Myxococcus fulvus	
34	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria		Myxococcales	Cystobacterineae	Myxococcaceae			Myxococcus			Myxococcus xanthus	
41	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria		Myxococcales	Cystobacterineae	Archangiaceae			Stigmatella			Stigmatella aurantiaca	
43	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria		Myxococcales	Cystobacterineae	Archangiaceae			Cystobacter			Cystobacter fuscus	
48	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria		Myxococcales	Cystobacterineae	Archangiaceae			Archangium			Archangium gephyra	
51	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria		Myxococcales	Sorangiineae	Polyangiaceae			Chondromyces			Chondromyces apiculatus	
52	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria		Myxococcales	Sorangiineae	Polyangiaceae			Chondromyces			Chondromyces crocatus	
56	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria		Myxococcales	Sorangiineae	Polyangiaceae			Sorangium			Sorangium cellulosum	
61	Bacteria	Proteobacteria		Betaproteobacteria		Neisseriales		Neisseriaceae			Vitreoscilla			Vitreoscilla stercoraria	
69	Bacteria	Proteobacteria		Gammaproteobacteria		Xanthomonadales		Xanthomonadaceae			Lysobacter			Lysobacter enzymogenes	
72	Bacteria	Proteobacteria		Betaproteobacteria		Neisseriales		Neisseriaceae			Simonsiella			Simonsiella muelleri	
86	Bacteria	Proteobacteria		Alphaproteobacteria		Rhodobacterales		Hyphomonadaceae			Hyphomonas			Hyphomonas jannaschiana	
103	Bacteria	Bacteroidetes		Cytophagia		Cytophagales		Cytophagaceae			Flectobacillus			Flectobacillus major	
104	Bacteria	Bacteroidetes		Cytophagia		Cytophagales		Cyclobacteriaceae			Cyclobacterium			Cyclobacterium marinum	
106	Bacteria	Bacteroidetes		Cytophagia		Cytophagales		Cytophagaceae			Runella			Runella slithyformis	
114	Bacteria	Planctomycetes		Planctomycetia		Planctomycetales		Gemmataceae			Gemmata			Gemmata obscuriglobus	
119	Bacteria	Planctomycetes		Planctomycetia		Planctomycetales		Planctomycetaceae			Rubinisphaera			Rubinisphaera brasiliensis	
120	Bacteria	Planctomycetes		Planctomycetia		Planctomycetales		Planctomycetaceae			Planctopirus			Planctopirus limnophila	
122	Bacteria	Planctomycetes		Planctomycetia		Planctomycetales		Planctomycetaceae			Gimesia			Gimesia maris	
124	Bacteria	Planctomycetes		Planctomycetia		Planctomycetales		Planctomycetaceae			Blastopirellula			Blastopirellula marina	
125	Bacteria	Planctomycetes		Planctomycetia		Planctomycetales		Planctomycetaceae			Pirellula			Pirellula staleyi	
128	Bacteria	Planctomycetes		Planctomycetia		Planctomycetales		Isosphaeraceae			Isosphaera			Isosphaera pallida	
134	Bacteria	Proteobacteria		Alphaproteobacteria		Rhizobiales		Methylocystaceae			Methylocystis			Methylocystis parvus	
139	Bacteria	Spirochaetes		Spirochaetia		Spirochaetales		Borreliaceae			Borreliella			Borreliella burgdorferi	
140	Bacteria	Spirochaetes		Spirochaetia		Spirochaetales		Borreliaceae			Borrelia			Borrelia hermsii	
141	Bacteria	Spirochaetes		Spirochaetia		Spirochaetales		Borreliaceae			Borrelia			Borrelia parkeri	
142	Bacteria	Spirochaetes		Spirochaetia		Spirochaetales		Borreliaceae			Borrelia			Borrelia turicatae	
144	Bacteria	Spirochaetes		Spirochaetia		Spirochaetales		Borreliaceae			Borrelia			Borrelia coriaceae	
148	Bacteria	Spirochaetes		Spirochaetia		Spirochaetales		Spirochaetaceae			Sediminispirochaeta			Sediminispirochaeta bajacaliforniensis	
154	Bacteria	Spirochaetes		Spirochaetia		Spirochaetales		Spirochaetaceae			Spirochaeta			Spirochaeta thermophila	
158	Bacteria	Spirochaetes		Spirochaetia		Spirochaetales		Spirochaetaceae			Treponema			Treponema denticola	
159	Bacteria	Spirochaetes		Spirochaetia		Brachyspirales		Brachyspiraceae			Brachyspira			Brachyspira hyodysenteriae	
160	Bacteria	Spirochaetes		Spirochaetia		Spirochaetales		Spirochaetaceae			Treponema			Treponema pallidum	
162	Bacteria	Spirochaetes		Spirochaetia		Spirochaetales		Spirochaetaceae			Treponema			Treponema phagedenis	
163	Bacteria	Spirochaetes		Spirochaetia		Spirochaetales		Spirochaetaceae			Treponema			Treponema bryantii	
165	Bacteria	Spirochaetes		Spirochaetia		Spirochaetales		Spirochaetaceae			Treponema			Treponema saccharophilum	
167	Bacteria	Spirochaetes		Spirochaetia		Spirochaetales		Spirochaetaceae			Treponema			Treponema succinifaciens	
172	Bacteria	Spirochaetes		Spirochaetia		Leptospirales		Leptospiraceae			Leptospira			Leptospira biflexa	
173	Bacteria	Spirochaetes		Spirochaetia		Leptospirales		Leptospiraceae			Leptospira			Leptospira interrogans	
174	Bacteria	Spirochaetes		Spirochaetia		Leptospirales		Leptospiraceae			Leptospira			Leptospira borgpetersenii	
180	Bacteria	Nitrospirae		Nitrospira		Nitrospirales		Nitrospiraceae			Leptospirillum		Leptospirillum sp. Group I	Leptospirillum ferrooxidans	
183	Bacteria	Spirochaetes		Spirochaetia		Leptospirales		Leptospiraceae			Leptonema			Leptonema illini	
188	Bacteria	Proteobacteria		Alphaproteobacteria		Rhodospirillales		Rhodospirillaceae			Magnetospirillum			Magnetospirillum magnetotacticum	
189	Bacteria	Proteobacteria		Alphaproteobacteria		Rhodospirillales		Rhodospirillaceae			Novispirillum			Novispirillum itersonii	
190	Bacteria	Proteobacteria		Betaproteobacteria		Neisseriales		Chromobacteriaceae			Aquaspirillum			Aquaspirillum serpens	
192	Bacteria	Proteobacteria		Alphaproteobacteria		Rhodospirillales		Rhodospirillaceae			Azospirillum			Azospirillum brasilense	
193	Bacteria	Proteobacteria		Alphaproteobacteria		Rhodospirillales		Rhodospirillaceae			Azospirillum			Azospirillum lipoferum	
195	Bacteria	Proteobacteria	delta/epsilon subdivisions	Epsilonproteobacteria		Campylobacterales		Campylobacteraceae			Campylobacter			Campylobacter coli	
196	Bacteria	Proteobacteria	delta/epsilon subdivisions	Epsilonproteobacteria		Campylobacterales		Campylobacteraceae			Campylobacter			Campylobacter fetus	
197	Bacteria	Proteobacteria	delta/epsilon subdivisions	Epsilonproteobacteria		Campylobacterales		Campylobacteraceae			Campylobacter			Campylobacter jejuni	
198	Bacteria	Proteobacteria	delta/epsilon subdivisions	Epsilonproteobacteria		Campylobacterales		Campylobacteraceae			Campylobacter			Campylobacter hyointestinalis	
199	Bacteria	Proteobacteria	delta/epsilon subdivisions	Epsilonproteobacteria		Campylobacterales		Campylobacteraceae			Campylobacter			Campylobacter concisus	
200	Bacteria	Proteobacteria	delta/epsilon subdivisions	Epsilonproteobacteria		Campylobacterales		Campylobacteraceae			Campylobacter			Campylobacter curvus	
201	Bacteria	Proteobacteria	delta/epsilon subdivisions	Epsilonproteobacteria		Campylobacterales		Campylobacteraceae			Campylobacter			Campylobacter lari	
202	Bacteria	Proteobacteria	delta/epsilon subdivisions	Epsilonproteobacteria		Campylobacterales		Campylobacteraceae			Campylobacter			Campylobacter mucosalis	
203	Bacteria	Proteobacteria	delta/epsilon subdivisions	Epsilonproteobacteria		Campylobacterales		Campylobacteraceae			Campylobacter			Campylobacter rectus	
204	Bacteria	Proteobacteria	delta/epsilon subdivisions	Epsilonproteobacteria		Campylobacterales		Campylobacteraceae			Campylobacter			Campylobacter showae	
206	Bacteria	Proteobacteria	delta/epsilon subdivisions	Epsilonproteobacteria		Campylobacterales		Campylobacteraceae			Campylobacter			Campylobacter sputorum	
210	Bacteria	Proteobacteria	delta/epsilon subdivisions	Epsilonproteobacteria		Campylobacterales		Helicobacteraceae			Helicobacter			Helicobacter pylori	
211	Bacteria	Proteobacteria	delta/epsilon subdivisions	Epsilonproteobacteria		Campylobacterales		Helicobacteraceae			Helicobacter			Helicobacter sp. CLO-3	
212	Bacteria	Proteobacteria	delta/epsilon subdivisions	Epsilonproteobacteria		Campylobacterales		Helicobacteraceae			Helicobacter			Helicobacter acinonychis	
213	Bacteria	Proteobacteria	delta/epsilon subdivisions	Epsilonproteobacteria		Campylobacterales		Helicobacteraceae			Helicobacter			Helicobacter cinaedi	
214	Bacteria	Proteobacteria	delta/epsilon subdivisions	Epsilonproteobacteria		Campylobacterales		Helicobacteraceae			Helicobacter			Helicobacter felis	
215	Bacteria	Proteobacteria	delta/epsilon subdivisions	Epsilonproteobacteria		Campylobacterales		Helicobacteraceae			Helicobacter			Helicobacter fennelliae	
216	Bacteria	Proteobacteria	delta/epsilon subdivisions	Epsilonproteobacteria		Campylobacterales		Helicobacteraceae			Helicobacter			Helicobacter muridarum	
217	Bacteria	Proteobacteria	delta/epsilon subdivisions	Epsilonproteobacteria		Campylobacterales		Helicobacteraceae			Helicobacter			Helicobacter mustelae	
228	Bacteria	Proteobacteria		Gammaproteobacteria		Alteromonadales		Pseudoalteromonadaceae			Pseudoalteromonas			Pseudoalteromonas haloplanktis	
235	Bacteria	Proteobacteria		Alphaproteobacteria		Rhizobiales		Brucellaceae			Brucella			Brucella abortus	
236	Bacteria	Proteobacteria		Alphaproteobacteria		Rhizobiales		Brucellaceae			Brucella			Brucella ovis	
238	Bacteria	Bacteroidetes		Flavobacteriia		Flavobacteriales		Flavobacteriaceae			Elizabethkingia			Elizabethkingia meningoseptica	
245	Bacteria	Bacteroidetes		Flavobacteriia		Flavobacteriales		Flavobacteriaceae			Flavobacterium			Flavobacterium aquatile	
247	Bacteria	Bacteroidetes		Flavobacteriia		Flavobacteriales		Flavobacteriaceae			Empedobacter			Empedobacter brevis	
249	Bacteria	Bacteroidetes		Chitinophagia		Chitinophagales		Chitinophagaceae			Terrimonas			Terrimonas ferruginea	
250	Bacteria	Bacteroidetes		Flavobacteriia		Flavobacteriales		Flavobacteriaceae			Chryseobacterium			Chryseobacterium gleum	
251	Bacteria	Bacteroidetes		Flavobacteriia		Flavobacteriales		Flavobacteriaceae			Psychroflexus			Psychroflexus gondwanensis	
253	Bacteria	Bacteroidetes		Flavobacteriia		Flavobacteriales		Flavobacteriaceae			Chryseobacterium			Chryseobacterium indologenes	
254	Bacteria	Bacteroidetes		Flavobacteriia		Flavobacteriales		Flavobacteriaceae			Chryseobacterium			Chryseobacterium indoltheticum	
256	Bacteria	Bacteroidetes		Flavobacteriia		Flavobacteriales		Flavobacteriaceae			Myroides			Myroides odoratus	
258	Bacteria	Bacteroidetes		Sphingobacteriia		Sphingobacteriales		Sphingobacteriaceae			Sphingobacterium			Sphingobacterium spiritivorum	
259	Bacteria	Bacteroidetes		Sphingobacteriia		Sphingobacteriales		Sphingobacteriaceae			Sphingobacterium			Sphingobacterium thalpophilum	
263	Bacteria	Proteobacteria		Gammaproteobacteria		Thiotrichales		Francisellaceae			Francisella			Francisella tularensis	
266	Bacteria	Proteobacteria		Alphaproteobacteria		Rhodobacterales		Rhodobacteraceae			Paracoccus			Paracoccus denitrificans	
271	Bacteria	Deinococcus-Thermus		Deinococci		Thermales		Thermaceae			Thermus			Thermus aquaticus	
274	Bacteria	Deinococcus-Thermus		Deinococci		Thermales		Thermaceae			Thermus			Thermus thermophilus	
276	Bacteria	Deinococcus-Thermus		Deinococci		Thermales		Thermaceae			Thermus			Thermus filiformis	
277	Bacteria	Deinococcus-Thermus		Deinococci		Thermales		Thermaceae			Meiothermus			Meiothermus ruber	
280	Bacteria	Proteobacteria		Alphaproteobacteria		Rhizobiales		Xanthobacteraceae			Xanthobacter			Xanthobacter autotrophicus	
285	Bacteria	Proteobacteria		Betaproteobacteria		Burkholderiales		Comamonadaceae			Comamonas			Comamonas testosteroni	
287	Bacteria	Proteobacteria		Gammaproteobacteria		Pseudomonadales		Pseudomonadaceae			Pseudomonas		Pseudomonas aeruginosa group	Pseudomonas aeruginosa	
288	Bacteria	Proteobacteria		Gammaproteobacteria		Alteromonadales		Pseudoalteromonadaceae			Pseudoalteromonas			Pseudoalteromonas atlantica	
292	Bacteria	Proteobacteria		Betaproteobacteria		Burkholderiales		Burkholderiaceae			Burkholderia		Burkholderia cepacia complex	Burkholderia cepacia	
293	Bacteria	Proteobacteria		Alphaproteobacteria		Caulobacterales		Caulobacteraceae			Brevundimonas			Brevundimonas diminuta	
294	Bacteria	Proteobacteria		Gammaproteobacteria		Pseudomonadales		Pseudomonadaceae			Pseudomonas		Pseudomonas fluorescens group	Pseudomonas fluorescens	
296	Bacteria	Proteobacteria		Gammaproteobacteria		Pseudomonadales		Pseudomonadaceae			Pseudomonas		Pseudomonas chlororaphis group	Pseudomonas fragi	
298	Bacteria	Proteobacteria		Gammaproteobacteria		Pseudomonadales		Pseudomonadaceae			Pseudomonas		Pseudomonas fluorescens group	Pseudomonas marginalis	
300	Bacteria	Proteobacteria		Gammaproteobacteria		Pseudomonadales		Pseudomonadaceae			Pseudomonas		Pseudomonas aeruginosa group	Pseudomonas mendocina	
301	Bacteria	Proteobacteria		Gammaproteobacteria		Pseudomonadales		Pseudomonadaceae			Pseudomonas		Pseudomonas aeruginosa group	Pseudomonas oleovorans	
303	Bacteria	Proteobacteria		Gammaproteobacteria		Pseudomonadales		Pseudomonadaceae			Pseudomonas		Pseudomonas putida group	Pseudomonas putida	
305	Bacteria	Proteobacteria		Betaproteobacteria		Burkholderiales		Burkholderiaceae			Ralstonia			Ralstonia solanacearum	
316	Bacteria	Proteobacteria		Gammaproteobacteria		Pseudomonadales		Pseudomonadaceae			Pseudomonas		Pseudomonas stutzeri group	Pseudomonas stutzeri	
317	Bacteria	Proteobacteria		Gammaproteobacteria		Pseudomonadales		Pseudomonadaceae			Pseudomonas		Pseudomonas syringae group	Pseudomonas syringae	
329	Bacteria	Proteobacteria		Betaproteobacteria		Burkholderiales		Burkholderiaceae			Ralstonia			Ralstonia pickettii	
330	Bacteria	Proteobacteria		Gammaproteobacteria		Pseudomonadales		Pseudomonadaceae			Pseudomonas		Pseudomonas aeruginosa group	Pseudomonas pseudoalcaligenes	
337	Bacteria	Proteobacteria		Betaproteobacteria		Burkholderiales		Burkholderiaceae			Burkholderia			Burkholderia glumae	
339	Bacteria	Proteobacteria		Gammaproteobacteria		Xanthomonadales		Xanthomonadaceae			Xanthomonas			Xanthomonas campestris	
343	Bacteria	Proteobacteria		Gammaproteobacteria		Xanthomonadales		Xanthomonadaceae			Xanthomonas			Xanthomonas translucens	
346	Bacteria	Proteobacteria		Gammaproteobacteria		Xanthomonadales		Xanthomonadaceae			Xanthomonas		Xanthomonas citri group	Xanthomonas citri	
347	Bacteria	Proteobacteria		Gammaproteobacteria		Xanthomonadales		Xanthomonadaceae			Xanthomonas			Xanthomonas oryzae	
353	Bacteria	Proteobacteria		Gammaproteobacteria		Pseudomonadales		Pseudomonadaceae	Azotobacter group		Azotobacter			Azotobacter chroococcum	
354	Bacteria	Proteobacteria		Gammaproteobacteria		Pseudomonadales		Pseudomonadaceae	Azotobacter group		Azotobacter			Azotobacter vinelandii	
358	Bacteria	Proteobacteria		Alphaproteobacteria		Rhizobiales		Rhizobiaceae			Agrobacterium		Agrobacterium tumefaciens complex	Agrobacterium tumefaciens	
359	Bacteria	Proteobacteria		Alphaproteobacteria		Rhizobiales		Rhizobiaceae			Agrobacterium			Agrobacterium rhizogenes	
373	Bacteria	Proteobacteria		Alphaproteobacteria		Rhizobiales		Rhizobiaceae			Agrobacterium			Agrobacterium vitis	
375	Bacteria	Proteobacteria		Alphaproteobacteria		Rhizobiales		Bradyrhizobiaceae			Bradyrhizobium			Bradyrhizobium japonicum	
376	Bacteria	Proteobacteria		Alphaproteobacteria		Rhizobiales		Bradyrhizobiaceae			Bradyrhizobium			Bradyrhizobium sp.	
380	Bacteria	Proteobacteria		Alphaproteobacteria		Rhizobiales		Rhizobiaceae			Sinorhizobium		Sinorhizobium fredii group	Sinorhizobium fredii	
381	Bacteria	Proteobacteria		Alphaproteobacteria		Rhizobiales		Phyllobacteriaceae			Mesorhizobium			Mesorhizobium loti	
382	Bacteria	Proteobacteria		Alphaproteobacteria		Rhizobiales		Rhizobiaceae			Sinorhizobium			Sinorhizobium meliloti	
384	Bacteria	Proteobacteria		Alphaproteobacteria		Rhizobiales		Rhizobiaceae			Rhizobium			Rhizobium leguminosarum	
396	Bacteria	Proteobacteria		Alphaproteobacteria		Rhizobiales		Rhizobiaceae			Rhizobium			Rhizobium phaseoli	
398	Bacteria	Proteobacteria		Alphaproteobacteria		Rhizobiales		Rhizobiaceae			Rhizobium			Rhizobium tropici	
399	Bacteria	Proteobacteria		Alphaproteobacteria		Rhizobiales		Rhizobiaceae			Neorhizobium			Neorhizobium galegae	
405	Bacteria	Proteobacteria		Betaproteobacteria		Nitrosomonadales		Methylophilaceae			Methylobacillus			Methylobacillus flagellatus	
406	Bacteria	Proteobacteria		Betaproteobacteria		Nitrosomonadales		Methylophilaceae			Methylobacillus			Methylobacillus glycogenes	
408	Bacteria	Proteobacteria		Alphaproteobacteria		Rhizobiales		Methylobacteriaceae			Methylorubrum			Methylorubrum extorquens	
414	Bacteria	Proteobacteria		Gammaproteobacteria		Methylococcales		Methylococcaceae			Methylococcus			Methylococcus capsulatus	
415	Bacteria	Proteobacteria		Gammaproteobacteria		Methylococcales		Methylococcaceae			Methylobacter			Methylobacter luteus	
421	Bacteria	Proteobacteria		Gammaproteobacteria		Methylococcales		Methylococcaceae			Methylomonas			Methylomonas methanica	
426	Bacteria	Proteobacteria		Alphaproteobacteria		Rhizobiales		Methylocystaceae			Methylosinus			Methylosinus trichosporium	
435	Bacteria	Proteobacteria		Alphaproteobacteria		Rhodospirillales		Acetobacteraceae			Acetobacter	Acetobacter subgen. Acetobacter		Acetobacter aceti	
436	Bacteria	Proteobacteria		Alphaproteobacteria		Rhodospirillales		Acetobacteraceae			Komagataeibacter			Komagataeibacter hansenii	
437	Bacteria	Proteobacteria		Alphaproteobacteria		Rhodospirillales		Acetobacteraceae			Acidomonas			Acidomonas methanolica	
438	Bacteria	Proteobacteria		Alphaproteobacteria		Rhodospirillales		Acetobacteraceae			Acetobacter			Acetobacter pasteurianus	
442	Bacteria	Proteobacteria		Alphaproteobacteria		Rhodospirillales		Acetobacteraceae			Gluconobacter			Gluconobacter oxydans	
446	Bacteria	Proteobacteria		Gammaproteobacteria		Legionellales		Legionellaceae			Legionella			Legionella pneumophila	
447	Bacteria	Proteobacteria		Gammaproteobacteria		Legionellales		Legionellaceae			Fluoribacter			Fluoribacter bozemanae	
448	Bacteria	Proteobacteria		Gammaproteobacteria		Legionellales		Legionellaceae			Legionella			Legionella erythra	
449	Bacteria	Proteobacteria		Gammaproteobacteria		Legionellales		Legionellaceae			Legionella			Legionella hackeliae	
450	Bacteria	Proteobacteria		Gammaproteobacteria		Legionellales		Legionellaceae			Legionella			Legionella longbeachae	
451	Bacteria	Proteobacteria		Gammaproteobacteria		Legionellales		Legionellaceae			Tatlockia			Tatlockia micdadei	
452	Bacteria	Proteobacteria		Gammaproteobacteria		Legionellales		Legionellaceae			Legionella			Legionella spiritensis	
453	Bacteria	Proteobacteria		Gammaproteobacteria		Legionellales		Legionellaceae			Legionella			Legionella feeleii	
454	Bacteria	Proteobacteria		Gammaproteobacteria		Legionellales		Legionellaceae			Legionella			Legionella israelensis	
455	Bacteria	Proteobacteria		Gammaproteobacteria		Legionellales		Legionellaceae			Legionella			Legionella jamestowniensis	
456	Bacteria	Proteobacteria		Gammaproteobacteria		Legionellales		Legionellaceae			Legionella			Legionella jordanis	
458	Bacteria	Proteobacteria		Gammaproteobacteria		Legionellales		Legionellaceae			Legionella			Legionella rubrilucens	
460	Bacteria	Proteobacteria		Gammaproteobacteria		Legionellales		Legionellaceae			Legionella			Legionella steigerwaltii	
463	Bacteria	Proteobacteria		Gammaproteobacteria		Legionellales		Legionellaceae			Fluoribacter			Fluoribacter dumoffii	
464	Bacteria	Proteobacteria		Gammaproteobacteria		Legionellales		Legionellaceae			Fluoribacter			Fluoribacter gormanii	
466	Bacteria	Proteobacteria		Gammaproteobacteria		Legionellales		Legionellaceae			Tatlockia			Legionella maceachernii	
470	Bacteria	Proteobacteria		Gammaproteobacteria		Pseudomonadales		Moraxellaceae			Acinetobacter		Acinetobacter calcoaceticus/baumannii complex	Acinetobacter baumannii	
471	Bacteria	Proteobacteria		Gammaproteobacteria		Pseudomonadales		Moraxellaceae			Acinetobacter		Acinetobacter calcoaceticus/baumannii complex	Acinetobacter calcoaceticus	
476	Bacteria	Proteobacteria		Gammaproteobacteria		Pseudomonadales		Moraxellaceae			Moraxella			Moraxella bovis	
477	Bacteria	Proteobacteria		Gammaproteobacteria		Pseudomonadales		Moraxellaceae			Moraxella			Moraxella lacunata	
478	Bacteria	Proteobacteria		Gammaproteobacteria		Pseudomonadales		Moraxellaceae			Moraxella			Moraxella nonliquefaciens	
480	Bacteria	Proteobacteria		Gammaproteobacteria		Pseudomonadales		Moraxellaceae			Moraxella			Moraxella catarrhalis	
483	Bacteria	Proteobacteria		Betaproteobacteria		Neisseriales		Neisseriaceae			Neisseria			Neisseria cinerea	
484	Bacteria	Proteobacteria		Betaproteobacteria		Neisseriales		Neisseriaceae			Neisseria			Neisseria flavescens	
485	Bacteria	Proteobacteria		Betaproteobacteria		Neisseriales		Neisseriaceae			Neisseria			Neisseria gonorrhoeae	
486	Bacteria	Proteobacteria		Betaproteobacteria		Neisseriales		Neisseriaceae			Neisseria			Neisseria lactamica	
487	Bacteria	Proteobacteria		Betaproteobacteria		Neisseriales		Neisseriaceae			Neisseria			Neisseria meningitidis	
488	Bacteria	Proteobacteria		Betaproteobacteria		Neisseriales		Neisseriaceae			Neisseria			Neisseria mucosa	
489	Bacteria	Proteobacteria		Betaproteobacteria		Neisseriales		Neisseriaceae			Neisseria			Neisseria polysaccharea	
490	Bacteria	Proteobacteria		Betaproteobacteria		Neisseriales		Neisseriaceae			Neisseria			Neisseria sicca	
494	Bacteria	Proteobacteria		Betaproteobacteria		Neisseriales		Neisseriaceae			Bergeriella			Bergeriella denitrificans	
495	Bacteria	Proteobacteria		Betaproteobacteria		Neisseriales		Neisseriaceae			Neisseria			Neisseria elongata	
496	Bacteria	Proteobacteria		Betaproteobacteria		Neisseriales		Neisseriaceae			Neisseria			Neisseria macacae	
500	Bacteria	Chloroflexi		Thermomicrobia		Thermomicrobiales		Thermomicrobiaceae			Thermomicrobium			Thermomicrobium roseum	
502	Bacteria	Proteobacteria		Betaproteobacteria		Neisseriales		Neisseriaceae			Kingella			Kingella denitrificans	
504	Bacteria	Proteobacteria		Betaproteobacteria		Neisseriales		Neisseriaceae			Kingella			Kingella kingae	
505	Bacteria	Proteobacteria		Betaproteobacteria		Neisseriales		Neisseriaceae			Kingella			Kingella oralis	
511	Bacteria	Proteobacteria		Betaproteobacteria		Burkholderiales		Alcaligenaceae			Alcaligenes			Alcaligenes faecalis	
518	Bacteria	Proteobacteria		Betaproteobacteria		Burkholderiales		Alcaligenaceae			Bordetella			Bordetella bronchiseptica	
519	Bacteria	Proteobacteria		Betaproteobacteria		Burkholderiales		Alcaligenaceae			Bordetella			Bordetella parapertussis	
520	Bacteria	Proteobacteria		Betaproteobacteria		Burkholderiales		Alcaligenaceae			Bordetella			Bordetella pertussis	
521	Bacteria	Proteobacteria		Betaproteobacteria		Burkholderiales		Alcaligenaceae			Bordetella			Bordetella avium	
523	Bacteria	Proteobacteria		Alphaproteobacteria		Rhodospirillales		Acetobacteraceae			Acidiphilium			Acidiphilium angustum	
524	Bacteria	Proteobacteria		Alphaproteobacteria		Rhodospirillales		Acetobacteraceae			Acidiphilium			Acidiphilium cryptum	
525	Bacteria	Proteobacteria		Alphaproteobacteria		Rhodospirillales		Acetobacteraceae			Acidocella			Acidocella facilis	
526	Bacteria	Proteobacteria		Alphaproteobacteria		Rhodospirillales		Acetobacteraceae			Acidiphilium			Acidiphilium rubrum	
529	Bacteria	Proteobacteria		Alphaproteobacteria		Rhizobiales		Brucellaceae			Ochrobactrum			Ochrobactrum anthropi	
531	Bacteria	Bacteroidetes		Flavobacteriia		Flavobacteriales		Flavobacteriaceae			Polaribacter			Polaribacter irgensii	
533	Bacteria	Proteobacteria		Alphaproteobacteria		Rhizobiales		Beijerinckiaceae			Beijerinckia			Beijerinckia indica	
536	Bacteria	Proteobacteria		Betaproteobacteria		Neisseriales		Chromobacteriaceae			Chromobacterium			Chromobacterium violaceum	
539	Bacteria	Proteobacteria		Betaproteobacteria		Neisseriales		Neisseriaceae			Eikenella			Eikenella corrodens	
542	Bacteria	Proteobacteria		Alphaproteobacteria		Sphingomonadales		Sphingomonadaceae			Zymomonas			Zymomonas mobilis	
545	Bacteria	Proteobacteria		Gammaproteobacteria		Enterobacterales		Enterobacteriaceae			Citrobacter			Citrobacter koseri	
546	Bacteria	Proteobacteria		Gammaproteobacteria		Enterobacterales		Enterobacteriaceae			Citrobacter		Citrobacter freundii complex	Citrobacter freundii	
548	Bacteria	Proteobacteria		Gammaproteobacteria		Enterobacterales		Enterobacteriaceae			Klebsiella			Klebsiella aerogenes	
549	Bacteria	Proteobacteria		Gammaproteobacteria		Enterobacterales		Erwiniaceae			Pantoea		Pantoea agglomerans group	Pantoea agglomerans	
550	Bacteria	Proteobacteria		Gammaproteobacteria		Enterobacterales		Enterobacteriaceae			Enterobacter		Enterobacter cloacae complex	Enterobacter cloacae	
552	Bacteria	Proteobacteria		Gammaproteobacteria		Enterobacterales		Erwiniaceae			Erwinia			Erwinia amylovora	
553	Bacteria	Proteobacteria		Gammaproteobacteria		Enterobacterales		Erwiniaceae			Pantoea			Pantoea ananatis	
554	Bacteria	Proteobacteria		Gammaproteobacteria		Enterobacterales		Pectobacteriaceae			Pectobacterium			Pectobacterium carotovorum	
556	Bacteria	Proteobacteria		Gammaproteobacteria		Enterobacterales		Pectobacteriaceae			Dickeya			Dickeya chrysanthemi	
562	Bacteria	Proteobacteria		Gammaproteobacteria		Enterobacterales		Enterobacteriaceae			Escherichia			Escherichia coli	
563	Bacteria	Proteobacteria		Gammaproteobacteria		Enterobacterales		Enterobacteriaceae			Shimwellia			Shimwellia blattae	
564	Bacteria	Proteobacteria		Gammaproteobacteria		Enterobacterales		Enterobacteriaceae			Escherichia			Escherichia fergusonii	
565	Bacteria	Proteobacteria		Gammaproteobacteria		Enterobacterales		Enterobacteriaceae			Atlantibacter			Atlantibacter hermannii	
